tree,SPR_dist,order,dist_type,dist_value
22,40,3,HOP,74
22,45,3,HOP,75
22,50,3,HOP,79
22,55,3,HOP,79
22,60,3,HOP,79
22,65,3,HOP,80
22,70,3,HOP,80
22,75,3,HOP,85
22,80,3,HOP,84
22,85,3,HOP,85
22,90,3,HOP,84
22,95,3,HOP,84
22,100,3,HOP,86
22,5,4,HOP,13
22,10,4,HOP,19
22,15,4,HOP,30
22,20,4,HOP,38
22,25,4,HOP,58
22,30,4,HOP,65
22,35,4,HOP,68
22,40,4,HOP,72
22,45,4,HOP,71
22,50,4,HOP,74
22,55,4,HOP,76
22,60,4,HOP,77
22,65,4,HOP,77
22,70,4,HOP,80
22,75,4,HOP,81
22,80,4,HOP,81
22,85,4,HOP,82
22,90,4,HOP,83
22,95,4,HOP,83
22,100,4,HOP,84
22,5,5,HOP,15
22,10,5,HOP,20
22,15,5,HOP,29
22,20,5,HOP,39
22,25,5,HOP,55
22,30,5,HOP,59
22,35,5,HOP,63
22,40,5,HOP,66
22,45,5,HOP,67
22,50,5,HOP,71
22,55,5,HOP,74
22,60,5,HOP,79
22,65,5,HOP,80
22,70,5,HOP,83
22,75,5,HOP,85
22,80,5,HOP,83
22,85,5,HOP,85
22,90,5,HOP,83
22,95,5,HOP,83
22,100,5,HOP,86
22,5,6,HOP,22
22,10,6,HOP,30
22,15,6,HOP,37
22,20,6,HOP,46
22,25,6,HOP,52
22,30,6,HOP,62
22,35,6,HOP,69
22,40,6,HOP,73
22,45,6,HOP,73
22,50,6,HOP,76
22,55,6,HOP,76
22,60,6,HOP,79
22,65,6,HOP,81
22,70,6,HOP,84
22,75,6,HOP,83
22,80,6,HOP,83
22,85,6,HOP,84
22,90,6,HOP,85
22,95,6,HOP,83
22,100,6,HOP,86
22,5,7,HOP,11
22,10,7,HOP,33
22,15,7,HOP,42
22,20,7,HOP,52
22,25,7,HOP,62
22,30,7,HOP,66
22,35,7,HOP,72
22,40,7,HOP,73
22,45,7,HOP,75
22,50,7,HOP,79
22,55,7,HOP,81
22,60,7,HOP,82
22,65,7,HOP,84
22,70,7,HOP,86
22,75,7,HOP,84
22,80,7,HOP,85
22,85,7,HOP,89
22,90,7,HOP,89
22,95,7,HOP,84
22,100,7,HOP,87
22,5,8,HOP,18
22,10,8,HOP,27
22,15,8,HOP,43
22,20,8,HOP,50
22,25,8,HOP,57
22,30,8,HOP,62
22,35,8,HOP,66
22,40,8,HOP,69
22,45,8,HOP,69
22,50,8,HOP,73
22,55,8,HOP,75
22,60,8,HOP,77
22,65,8,HOP,80
22,70,8,HOP,81
22,75,8,HOP,83
22,80,8,HOP,83
22,85,8,HOP,83
22,90,8,HOP,83
22,95,8,HOP,84
22,100,8,HOP,88
22,5,9,HOP,21
22,10,9,HOP,29
22,15,9,HOP,40
22,20,9,HOP,47
22,25,9,HOP,56
22,30,9,HOP,62
22,35,9,HOP,71
22,40,9,HOP,72
22,45,9,HOP,74
22,50,9,HOP,78
22,55,9,HOP,82
22,60,9,HOP,84
22,65,9,HOP,84
22,70,9,HOP,86
22,75,9,HOP,88
22,80,9,HOP,88
22,85,9,HOP,88
22,90,9,HOP,87
22,95,9,HOP,87
22,100,9,HOP,88
22,5,10,HOP,15
22,10,10,HOP,27
22,15,10,HOP,32
22,20,10,HOP,45
22,25,10,HOP,49
22,30,10,HOP,58
22,35,10,HOP,60
22,40,10,HOP,65
22,45,10,HOP,69
22,50,10,HOP,74
22,55,10,HOP,75
22,60,10,HOP,77
22,65,10,HOP,79
22,70,10,HOP,80
22,75,10,HOP,82
22,80,10,HOP,82
22,85,10,HOP,83
22,90,10,HOP,83
22,95,10,HOP,81
22,100,10,HOP,83
23,5,1,RF,66
23,10,1,RF,82
23,15,1,RF,102
23,20,1,RF,120
23,25,1,RF,128
23,30,1,RF,142
23,35,1,RF,148
23,40,1,RF,152
23,45,1,RF,156
23,50,1,RF,158
23,55,1,RF,164
23,60,1,RF,166
23,65,1,RF,172
23,70,1,RF,176
23,75,1,RF,180
23,80,1,RF,180
23,85,1,RF,180
23,90,1,RF,180
23,95,1,RF,180
23,100,1,RF,184
23,5,1,HOP,16
23,10,1,HOP,30
23,15,1,HOP,36
23,20,1,HOP,45
23,25,1,HOP,47
23,30,1,HOP,50
23,35,1,HOP,57
23,40,1,HOP,59
23,45,1,HOP,61
23,50,1,HOP,61
23,55,1,HOP,63
23,60,1,HOP,60
23,65,1,HOP,67
23,70,1,HOP,71
23,75,1,HOP,74
23,80,1,HOP,73
23,85,1,HOP,76
23,90,1,HOP,77
23,95,1,HOP,79
23,100,1,HOP,83
23,5,2,HOP,16
23,10,2,HOP,32
23,15,2,HOP,38
23,20,2,HOP,43
23,25,2,HOP,48
23,30,2,HOP,54
23,35,2,HOP,56
23,40,2,HOP,62
23,45,2,HOP,65
23,50,2,HOP,66
23,55,2,HOP,68
23,60,2,HOP,73
23,65,2,HOP,74
23,70,2,HOP,77
23,75,2,HOP,82
23,80,2,HOP,83
23,85,2,HOP,83
23,90,2,HOP,82
23,95,2,HOP,83
23,100,2,HOP,86
23,5,3,HOP,19
23,10,3,HOP,28
23,15,3,HOP,37
23,20,3,HOP,40
23,25,3,HOP,45
23,30,3,HOP,49
23,35,3,HOP,53
23,40,3,HOP,59
23,45,3,HOP,61
23,50,3,HOP,60
23,55,3,HOP,69
23,60,3,HOP,72
23,65,3,HOP,74
23,70,3,HOP,77
23,75,3,HOP,77
23,80,3,HOP,80
23,85,3,HOP,79
23,90,3,HOP,80
23,95,3,HOP,83
23,100,3,HOP,85
23,5,4,HOP,32
23,10,4,HOP,38
23,15,4,HOP,47
23,20,4,HOP,53
23,25,4,HOP,56
23,30,4,HOP,61
23,35,4,HOP,64
23,40,4,HOP,67
23,45,4,HOP,72
23,50,4,HOP,73
23,55,4,HOP,74
23,60,4,HOP,73
23,65,4,HOP,76
23,70,4,HOP,78
23,75,4,HOP,82
23,80,4,HOP,82
23,85,4,HOP,83
23,90,4,HOP,84
23,95,4,HOP,84
23,100,4,HOP,86
23,5,5,HOP,26
23,10,5,HOP,32
23,15,5,HOP,45
23,20,5,HOP,49
23,25,5,HOP,53
23,30,5,HOP,58
23,35,5,HOP,65
23,40,5,HOP,67
23,45,5,HOP,68
23,50,5,HOP,70
23,55,5,HOP,72
23,60,5,HOP,73
23,65,5,HOP,77
23,70,5,HOP,81
23,75,5,HOP,82
23,80,5,HOP,84
23,85,5,HOP,80
23,90,5,HOP,80
23,95,5,HOP,82
23,100,5,HOP,86
23,5,6,HOP,9
23,10,6,HOP,19
23,15,6,HOP,36
23,20,6,HOP,41
23,25,6,HOP,46
23,30,6,HOP,49
23,35,6,HOP,54
23,40,6,HOP,56
23,45,6,HOP,60
23,50,6,HOP,60
23,55,6,HOP,68
23,60,6,HOP,70
23,65,6,HOP,74
23,70,6,HOP,76
23,75,6,HOP,77
23,80,6,HOP,78
23,85,6,HOP,82
23,90,6,HOP,84
23,95,6,HOP,85
23,100,6,HOP,86
23,5,7,HOP,18
23,10,7,HOP,31
23,15,7,HOP,41
23,20,7,HOP,48
23,25,7,HOP,52
23,30,7,HOP,57
23,35,7,HOP,63
23,40,7,HOP,63
23,45,7,HOP,64
23,50,7,HOP,63
23,55,7,HOP,67
23,60,7,HOP,70
23,65,7,HOP,73
23,70,7,HOP,76
23,75,7,HOP,77
23,80,7,HOP,78
23,85,7,HOP,78
23,90,7,HOP,78
23,95,7,HOP,79
23,100,7,HOP,84
23,5,8,HOP,18
23,10,8,HOP,26
23,15,8,HOP,33
23,20,8,HOP,36
23,25,8,HOP,41
23,30,8,HOP,51
23,35,8,HOP,54
23,40,8,HOP,54
23,45,8,HOP,59
23,50,8,HOP,59
23,55,8,HOP,65
23,60,8,HOP,65
23,65,8,HOP,74
23,70,8,HOP,77
23,75,8,HOP,81
23,80,8,HOP,80
23,85,8,HOP,80
23,90,8,HOP,80
23,95,8,HOP,82
23,100,8,HOP,83
23,5,9,HOP,15
23,10,9,HOP,26
23,15,9,HOP,39
23,20,9,HOP,44
23,25,9,HOP,51
23,30,9,HOP,57
23,35,9,HOP,61
23,40,9,HOP,65
23,45,9,HOP,67
23,50,9,HOP,69
23,55,9,HOP,70
23,60,9,HOP,70
23,65,9,HOP,73
23,70,9,HOP,75
23,75,9,HOP,77
23,80,9,HOP,79
23,85,9,HOP,78
23,90,9,HOP,79
23,95,9,HOP,83
23,100,9,HOP,85
23,5,10,HOP,18
23,10,10,HOP,31
23,15,10,HOP,41
23,20,10,HOP,50
23,25,10,HOP,51
23,30,10,HOP,57
23,35,10,HOP,59
23,40,10,HOP,63
23,45,10,HOP,65
23,50,10,HOP,66
23,55,10,HOP,70
23,60,10,HOP,68
23,65,10,HOP,76
23,70,10,HOP,79
23,75,10,HOP,82
23,80,10,HOP,83
23,85,10,HOP,83
23,90,10,HOP,83
23,95,10,HOP,83
23,100,10,HOP,84
24,5,1,RF,60
24,10,1,RF,88
24,15,1,RF,106
24,20,1,RF,118
24,25,1,RF,120
24,30,1,RF,126
24,35,1,RF,130
24,40,1,RF,134
24,45,1,RF,142
24,50,1,RF,154
24,55,1,RF,156
24,60,1,RF,162
24,65,1,RF,162
24,70,1,RF,166
24,75,1,RF,168
24,80,1,RF,170
24,85,1,RF,174
24,90,1,RF,174
24,95,1,RF,174
24,100,1,RF,180
24,5,1,HOP,8
24,10,1,HOP,26
24,15,1,HOP,33
24,20,1,HOP,42
24,25,1,HOP,52
24,30,1,HOP,53
24,35,1,HOP,58
24,40,1,HOP,57
24,45,1,HOP,64
24,50,1,HOP,70
24,55,1,HOP,74
24,60,1,HOP,75
24,65,1,HOP,76
24,70,1,HOP,78
24,75,1,HOP,80
24,80,1,HOP,79
24,85,1,HOP,79
24,90,1,HOP,80
24,95,1,HOP,80
24,100,1,HOP,83
24,5,2,HOP,9
24,10,2,HOP,20
24,15,2,HOP,35
24,20,2,HOP,42
24,25,2,HOP,52
24,30,2,HOP,56
24,35,2,HOP,58
24,40,2,HOP,60
24,45,2,HOP,65
24,50,2,HOP,70
24,55,2,HOP,71
24,60,2,HOP,72
24,65,2,HOP,72
24,70,2,HOP,74
24,75,2,HOP,77
24,80,2,HOP,77
24,85,2,HOP,79
24,90,2,HOP,80
24,95,2,HOP,82
24,100,2,HOP,84
24,5,3,HOP,8
24,10,3,HOP,25
24,15,3,HOP,33
24,20,3,HOP,38
24,25,3,HOP,45
24,30,3,HOP,47
24,35,3,HOP,49
24,40,3,HOP,53
24,45,3,HOP,56
24,50,3,HOP,66
24,55,3,HOP,69
24,60,3,HOP,76
24,65,3,HOP,76
24,70,3,HOP,78
24,75,3,HOP,80
24,80,3,HOP,80
24,85,3,HOP,80
24,90,3,HOP,82
24,95,3,HOP,83
24,100,3,HOP,85
24,5,4,HOP,8
24,10,4,HOP,15
24,15,4,HOP,24
24,20,4,HOP,32
24,25,4,HOP,41
24,30,4,HOP,44
24,35,4,HOP,49
24,40,4,HOP,55
24,45,4,HOP,61
24,50,4,HOP,70
24,55,4,HOP,71
24,60,4,HOP,75
24,65,4,HOP,74
24,70,4,HOP,76
24,75,4,HOP,78
24,80,4,HOP,78
24,85,4,HOP,79
24,90,4,HOP,79
24,95,4,HOP,78
24,100,4,HOP,79
24,5,5,HOP,15
24,10,5,HOP,31
24,15,5,HOP,41
24,20,5,HOP,43
24,25,5,HOP,48
24,30,5,HOP,49
24,35,5,HOP,51
24,40,5,HOP,60
24,45,5,HOP,65
24,50,5,HOP,73
24,55,5,HOP,73
24,60,5,HOP,75
24,65,5,HOP,74
24,70,5,HOP,75
24,75,5,HOP,75
24,80,5,HOP,76
24,85,5,HOP,77
24,90,5,HOP,81
24,95,5,HOP,81
24,100,5,HOP,81
24,5,6,HOP,8
24,10,6,HOP,14
24,15,6,HOP,29
24,20,6,HOP,39
24,25,6,HOP,45
24,30,6,HOP,49
24,35,6,HOP,51
24,40,6,HOP,55
24,45,6,HOP,61
24,50,6,HOP,63
24,55,6,HOP,66
24,60,6,HOP,71
24,65,6,HOP,74
24,70,6,HOP,76
24,75,6,HOP,77
24,80,6,HOP,78
24,85,6,HOP,78
24,90,6,HOP,78
24,95,6,HOP,81
24,100,6,HOP,80
24,5,7,HOP,14
24,10,7,HOP,24
24,15,7,HOP,35
24,20,7,HOP,40
24,25,7,HOP,43
24,30,7,HOP,46
24,35,7,HOP,52
24,40,7,HOP,54
24,45,7,HOP,58
24,50,7,HOP,64
24,55,7,HOP,66
24,60,7,HOP,72
24,65,7,HOP,73
24,70,7,HOP,75
24,75,7,HOP,78
24,80,7,HOP,77
24,85,7,HOP,77
24,90,7,HOP,82
24,95,7,HOP,84
24,100,7,HOP,87
24,5,8,HOP,10
24,10,8,HOP,24
24,15,8,HOP,36
24,20,8,HOP,41
24,25,8,HOP,50
24,30,8,HOP,53
24,35,8,HOP,55
24,40,8,HOP,57
24,45,8,HOP,61
24,50,8,HOP,72
24,55,8,HOP,72
24,60,8,HOP,74
24,65,8,HOP,74
24,70,8,HOP,76
24,75,8,HOP,77
24,80,8,HOP,79
24,85,8,HOP,82
24,90,8,HOP,82
24,95,8,HOP,82
24,100,8,HOP,82
24,5,9,HOP,5
24,10,9,HOP,18
24,15,9,HOP,35
24,20,9,HOP,41
24,25,9,HOP,47
24,30,9,HOP,48
24,35,9,HOP,55
24,40,9,HOP,53
24,45,9,HOP,59
24,50,9,HOP,66
24,55,9,HOP,68
24,60,9,HOP,74
24,65,9,HOP,75
24,70,9,HOP,78
24,75,9,HOP,78
24,80,9,HOP,81
24,85,9,HOP,81
24,90,9,HOP,80
24,95,9,HOP,79
24,100,9,HOP,83
24,5,10,HOP,15
24,10,10,HOP,26
24,15,10,HOP,37
24,20,10,HOP,43
24,25,10,HOP,53
24,30,10,HOP,55
24,35,10,HOP,59
24,40,10,HOP,59
24,45,10,HOP,61
24,50,10,HOP,70
24,55,10,HOP,72
24,60,10,HOP,77
24,65,10,HOP,77
24,70,10,HOP,79
24,75,10,HOP,80
24,80,10,HOP,81
24,85,10,HOP,81
24,90,10,HOP,81
24,95,10,HOP,82
24,100,10,HOP,84
25,5,1,RF,68
25,10,1,RF,100
25,15,1,RF,114
25,20,1,RF,134
25,25,1,RF,140
25,30,1,RF,140
25,35,1,RF,150
25,40,1,RF,152
25,45,1,RF,154
25,50,1,RF,154
25,55,1,RF,152
25,60,1,RF,156
25,65,1,RF,154
25,70,1,RF,158
25,75,1,RF,162
25,80,1,RF,164
25,85,1,RF,170
25,90,1,RF,170
25,95,1,RF,168
25,100,1,RF,170
25,5,1,HOP,16
25,10,1,HOP,29
25,15,1,HOP,41
25,20,1,HOP,52
25,25,1,HOP,59
25,30,1,HOP,60
25,35,1,HOP,60
25,40,1,HOP,62
25,45,1,HOP,68
25,50,1,HOP,66
25,55,1,HOP,66
25,60,1,HOP,66
25,65,1,HOP,66
25,70,1,HOP,68
25,75,1,HOP,70
25,80,1,HOP,71
25,85,1,HOP,75
25,90,1,HOP,76
25,95,1,HOP,76
25,100,1,HOP,78
25,5,2,HOP,19
25,10,2,HOP,28
25,15,2,HOP,35
25,20,2,HOP,50
25,25,2,HOP,53
25,30,2,HOP,54
25,35,2,HOP,59
25,40,2,HOP,60
25,45,2,HOP,60
25,50,2,HOP,63
25,55,2,HOP,63
25,60,2,HOP,67
25,65,2,HOP,66
25,70,2,HOP,70
25,75,2,HOP,73
25,80,2,HOP,75
25,85,2,HOP,76
25,90,2,HOP,76
25,95,2,HOP,77
25,100,2,HOP,78
25,5,3,HOP,12
25,10,3,HOP,24
25,15,3,HOP,35
25,20,3,HOP,40
25,25,3,HOP,47
25,30,3,HOP,49
25,35,3,HOP,59
25,40,3,HOP,62
25,45,3,HOP,60
25,50,3,HOP,64
25,55,3,HOP,63
25,60,3,HOP,66
25,65,3,HOP,65
25,70,3,HOP,69
25,75,3,HOP,71
25,80,3,HOP,73
25,85,3,HOP,75
25,90,3,HOP,77
25,95,3,HOP,77
25,100,3,HOP,78
25,5,4,HOP,10
25,10,4,HOP,19
25,15,4,HOP,27
25,20,4,HOP,38
25,25,4,HOP,45
25,30,4,HOP,45
25,35,4,HOP,52
25,40,4,HOP,54
25,45,4,HOP,56
25,50,4,HOP,58
25,55,4,HOP,58
25,60,4,HOP,62
25,65,4,HOP,61
25,70,4,HOP,65
25,75,4,HOP,66
25,80,4,HOP,70
25,85,4,HOP,76
25,90,4,HOP,77
25,95,4,HOP,77
25,100,4,HOP,79
25,5,5,HOP,19
25,10,5,HOP,31
25,15,5,HOP,38
25,20,5,HOP,49
25,25,5,HOP,54
25,30,5,HOP,54
25,35,5,HOP,59
25,40,5,HOP,60
25,45,5,HOP,60
25,50,5,HOP,59
25,55,5,HOP,58
25,60,5,HOP,61
25,65,5,HOP,63
25,70,5,HOP,68
25,75,5,HOP,70
25,80,5,HOP,72
25,85,5,HOP,72
25,90,5,HOP,73
25,95,5,HOP,72
25,100,5,HOP,75
25,5,6,HOP,9
25,10,6,HOP,17
25,15,6,HOP,32
25,20,6,HOP,38
25,25,6,HOP,50
25,30,6,HOP,50
25,35,6,HOP,57
25,40,6,HOP,57
25,45,6,HOP,57
25,50,6,HOP,57
25,55,6,HOP,59
25,60,6,HOP,65
25,65,6,HOP,66
25,70,6,HOP,70
25,75,6,HOP,74
25,80,6,HOP,74
25,85,6,HOP,77
25,90,6,HOP,77
25,95,6,HOP,76
25,100,6,HOP,78
25,5,7,HOP,24
25,10,7,HOP,34
25,15,7,HOP,39
25,20,7,HOP,47
25,25,7,HOP,52
25,30,7,HOP,58
25,35,7,HOP,65
25,40,7,HOP,66
25,45,7,HOP,67
25,50,7,HOP,69
25,55,7,HOP,69
25,60,7,HOP,71
25,65,7,HOP,71
25,70,7,HOP,73
25,75,7,HOP,74
25,80,7,HOP,78
25,85,7,HOP,78
25,90,7,HOP,79
25,95,7,HOP,78
25,100,7,HOP,81
25,5,8,HOP,27
25,10,8,HOP,37
25,15,8,HOP,45
25,20,8,HOP,51
25,25,8,HOP,56
25,30,8,HOP,51
25,35,8,HOP,58
25,40,8,HOP,60
25,45,8,HOP,60
25,50,8,HOP,62
25,55,8,HOP,61
25,60,8,HOP,63
25,65,8,HOP,67
25,70,8,HOP,70
25,75,8,HOP,72
25,80,8,HOP,76
25,85,8,HOP,77
25,90,8,HOP,78
25,95,8,HOP,76
25,100,8,HOP,77
25,5,9,HOP,15
25,10,9,HOP,22
25,15,9,HOP,39
25,20,9,HOP,53
25,25,9,HOP,58
25,30,9,HOP,58
25,35,9,HOP,62
25,40,9,HOP,64
25,45,9,HOP,66
25,50,9,HOP,64
25,55,9,HOP,61
25,60,9,HOP,63
25,65,9,HOP,63
25,70,9,HOP,66
25,75,9,HOP,69
25,80,9,HOP,69
25,85,9,HOP,72
25,90,9,HOP,73
25,95,9,HOP,72
25,100,9,HOP,75
25,5,10,HOP,22
25,10,10,HOP,35
25,15,10,HOP,41
25,20,10,HOP,49
25,25,10,HOP,56
25,30,10,HOP,53
25,35,10,HOP,58
25,40,10,HOP,58
25,45,10,HOP,60
25,50,10,HOP,62
25,55,10,HOP,62
25,60,10,HOP,64
25,65,10,HOP,65
25,70,10,HOP,70
25,75,10,HOP,72
25,80,10,HOP,72
25,85,10,HOP,75
25,90,10,HOP,78
25,95,10,HOP,78
25,100,10,HOP,79
26,5,1,RF,36
26,10,1,RF,70
26,15,1,RF,96
26,20,1,RF,112
26,25,1,RF,142
26,30,1,RF,152
26,35,1,RF,156
26,40,1,RF,158
26,45,1,RF,164
26,50,1,RF,170
26,55,1,RF,172
26,60,1,RF,176
26,65,1,RF,178
26,70,1,RF,182
26,75,1,RF,184
26,80,1,RF,182
26,85,1,RF,182
26,90,1,RF,182
26,95,1,RF,188
26,100,1,RF,192
26,5,1,HOP,12
26,10,1,HOP,19
26,15,1,HOP,33
26,20,1,HOP,37
26,25,1,HOP,44
26,30,1,HOP,51
26,35,1,HOP,51
26,40,1,HOP,56
26,45,1,HOP,67
26,50,1,HOP,67
26,55,1,HOP,72
26,60,1,HOP,76
26,65,1,HOP,76
26,70,1,HOP,80
26,75,1,HOP,85
26,80,1,HOP,85
26,85,1,HOP,87
26,90,1,HOP,87
26,95,1,HOP,91
26,100,1,HOP,92
26,5,2,HOP,8
26,10,2,HOP,23
26,15,2,HOP,38
26,20,2,HOP,39
26,25,2,HOP,48
26,30,2,HOP,58
26,35,2,HOP,62
26,40,2,HOP,63
26,45,2,HOP,62
26,50,2,HOP,66
26,55,2,HOP,68
26,60,2,HOP,72
26,65,2,HOP,72
26,70,2,HOP,73
26,75,2,HOP,73
26,80,2,HOP,75
26,85,2,HOP,78
26,90,2,HOP,81
26,95,2,HOP,85
26,100,2,HOP,89
26,5,3,HOP,11
26,10,3,HOP,22
26,15,3,HOP,29
26,20,3,HOP,37
26,25,3,HOP,41
26,30,3,HOP,48
26,35,3,HOP,55
26,40,3,HOP,56
26,45,3,HOP,60
26,50,3,HOP,63
26,55,3,HOP,66
26,60,3,HOP,69
26,65,3,HOP,69
26,70,3,HOP,73
26,75,3,HOP,77
26,80,3,HOP,78
26,85,3,HOP,82
26,90,3,HOP,81
26,95,3,HOP,82
26,100,3,HOP,84
26,5,4,HOP,9
26,10,4,HOP,26
26,15,4,HOP,32
26,20,4,HOP,36
26,25,4,HOP,47
26,30,4,HOP,59
26,35,4,HOP,61
26,40,4,HOP,64
26,45,4,HOP,67
26,50,4,HOP,67
26,55,4,HOP,70
26,60,4,HOP,74
26,65,4,HOP,74
26,70,4,HOP,78
26,75,4,HOP,79
26,80,4,HOP,80
26,85,4,HOP,84
26,90,4,HOP,85
26,95,4,HOP,88
26,100,4,HOP,91
26,5,5,HOP,14
26,10,5,HOP,26
26,15,5,HOP,35
26,20,5,HOP,41
26,25,5,HOP,49
26,30,5,HOP,57
26,35,5,HOP,60
26,40,5,HOP,59
26,45,5,HOP,71
26,50,5,HOP,72
26,55,5,HOP,73
26,60,5,HOP,77
26,65,5,HOP,78
26,70,5,HOP,80
26,75,5,HOP,82
26,80,5,HOP,81
26,85,5,HOP,83
26,90,5,HOP,85
26,95,5,HOP,88
26,100,5,HOP,89
26,5,6,HOP,8
26,10,6,HOP,20
26,15,6,HOP,27
26,20,6,HOP,34
26,25,6,HOP,42
26,30,6,HOP,47
26,35,6,HOP,53
26,40,6,HOP,51
26,45,6,HOP,59
26,50,6,HOP,62
26,55,6,HOP,66
26,60,6,HOP,68
26,65,6,HOP,73
26,70,6,HOP,77
26,75,6,HOP,78
26,80,6,HOP,80
26,85,6,HOP,83
26,90,6,HOP,85
26,95,6,HOP,88
26,100,6,HOP,90
26,5,7,HOP,13
26,10,7,HOP,24
26,15,7,HOP,32
26,20,7,HOP,39
26,25,7,HOP,46
26,30,7,HOP,51
26,35,7,HOP,56
26,40,7,HOP,58
26,45,7,HOP,62
26,50,7,HOP,63
26,55,7,HOP,65
26,60,7,HOP,70
26,65,7,HOP,75
26,70,7,HOP,78
26,75,7,HOP,80
26,80,7,HOP,81
26,85,7,HOP,82
26,90,7,HOP,84
26,95,7,HOP,87
26,100,7,HOP,89
26,5,8,HOP,12
26,10,8,HOP,20
26,15,8,HOP,33
26,20,8,HOP,39
26,25,8,HOP,50
26,30,8,HOP,56
26,35,8,HOP,59
26,40,8,HOP,64
26,45,8,HOP,64
26,50,8,HOP,68
26,55,8,HOP,68
26,60,8,HOP,71
26,65,8,HOP,74
26,70,8,HOP,79
26,75,8,HOP,81
26,80,8,HOP,83
26,85,8,HOP,85
26,90,8,HOP,86
26,95,8,HOP,89
26,100,8,HOP,90
26,5,9,HOP,10
26,10,9,HOP,27
26,15,9,HOP,34
26,20,9,HOP,44
26,25,9,HOP,49
26,30,9,HOP,52
26,35,9,HOP,59
26,40,9,HOP,61
26,45,9,HOP,66
26,50,9,HOP,69
26,55,9,HOP,70
26,60,9,HOP,71
26,65,9,HOP,72
26,70,9,HOP,75
26,75,9,HOP,79
26,80,9,HOP,80
26,85,9,HOP,79
26,90,9,HOP,82
26,95,9,HOP,85
26,100,9,HOP,87
26,5,10,HOP,11
26,10,10,HOP,21
26,15,10,HOP,30
26,20,10,HOP,38
26,25,10,HOP,46
26,30,10,HOP,55
26,35,10,HOP,55
26,40,10,HOP,57
26,45,10,HOP,62
26,50,10,HOP,62
26,55,10,HOP,66
26,60,10,HOP,71
26,65,10,HOP,77
26,70,10,HOP,78
26,75,10,HOP,80
26,80,10,HOP,84
26,85,10,HOP,87
26,90,10,HOP,88
26,95,10,HOP,91
26,100,10,HOP,91
27,5,1,RF,64
27,10,1,RF,108
27,15,1,RF,138
27,20,1,RF,146
27,25,1,RF,152
27,30,1,RF,156
27,35,1,RF,158
27,40,1,RF,166
27,45,1,RF,166
27,50,1,RF,168
27,55,1,RF,176
27,60,1,RF,178
27,65,1,RF,180
27,70,1,RF,184
27,75,1,RF,188
27,80,1,RF,188
27,85,1,RF,188
27,90,1,RF,188
27,95,1,RF,188
27,100,1,RF,186
27,5,1,HOP,22
27,10,1,HOP,31
27,15,1,HOP,47
27,20,1,HOP,57
27,25,1,HOP,62
27,30,1,HOP,67
27,35,1,HOP,68
27,40,1,HOP,68
27,45,1,HOP,71
27,50,1,HOP,73
27,55,1,HOP,80
27,60,1,HOP,79
27,65,1,HOP,80
27,70,1,HOP,84
27,75,1,HOP,85
27,80,1,HOP,84
27,85,1,HOP,84
27,90,1,HOP,83
27,95,1,HOP,84
27,100,1,HOP,86
27,5,2,HOP,19
27,10,2,HOP,32
27,15,2,HOP,49
27,20,2,HOP,59
27,25,2,HOP,61
27,30,2,HOP,62
27,35,2,HOP,61
27,40,2,HOP,65
27,45,2,HOP,70
27,50,2,HOP,75
27,55,2,HOP,74
27,60,2,HOP,74
27,65,2,HOP,79
27,70,2,HOP,83
27,75,2,HOP,84
27,80,2,HOP,85
27,85,2,HOP,85
27,90,2,HOP,85
27,95,2,HOP,87
27,100,2,HOP,87
27,5,3,HOP,12
27,10,3,HOP,27
27,15,3,HOP,46
27,20,3,HOP,61
27,25,3,HOP,65
27,30,3,HOP,69
27,35,3,HOP,69
27,40,3,HOP,75
27,45,3,HOP,75
27,50,3,HOP,76
27,55,3,HOP,78
27,60,3,HOP,79
27,65,3,HOP,80
27,70,3,HOP,85
27,75,3,HOP,86
27,80,3,HOP,86
27,85,3,HOP,89
27,90,3,HOP,89
27,95,3,HOP,89
27,100,3,HOP,90
27,5,4,HOP,18
27,10,4,HOP,34
27,15,4,HOP,48
27,20,4,HOP,56
27,25,4,HOP,65
27,30,4,HOP,62
27,35,4,HOP,63
27,40,4,HOP,66
27,45,4,HOP,71
27,50,4,HOP,74
27,55,4,HOP,77
27,60,4,HOP,78
27,65,4,HOP,81
27,70,4,HOP,85
27,75,4,HOP,85
27,80,4,HOP,85
27,85,4,HOP,86
27,90,4,HOP,85
27,95,4,HOP,85
27,100,4,HOP,86
27,5,5,HOP,13
27,10,5,HOP,35
27,15,5,HOP,49
27,20,5,HOP,61
27,25,5,HOP,68
27,30,5,HOP,69
27,35,5,HOP,70
27,40,5,HOP,73
27,45,5,HOP,74
27,50,5,HOP,76
27,55,5,HOP,80
27,60,5,HOP,80
27,65,5,HOP,83
27,70,5,HOP,87
27,75,5,HOP,89
27,80,5,HOP,89
27,85,5,HOP,90
27,90,5,HOP,89
27,95,5,HOP,90
27,100,5,HOP,90
27,5,6,HOP,19
27,10,6,HOP,29
27,15,6,HOP,49
27,20,6,HOP,60
27,25,6,HOP,61
27,30,6,HOP,64
27,35,6,HOP,65
27,40,6,HOP,67
27,45,6,HOP,69
27,50,6,HOP,71
27,55,6,HOP,77
27,60,6,HOP,77
27,65,6,HOP,79
27,70,6,HOP,84
27,75,6,HOP,86
27,80,6,HOP,86
27,85,6,HOP,85
27,90,6,HOP,85
27,95,6,HOP,87
27,100,6,HOP,88
